,track_name,track_id,track_number,disc_number,duration_ms,explicit,popularity,preview_url,isrc,album_name,album_id,album_type,album_total_tracks,album_release_date,album_release_date_precision,album_images,popular_artist,popular_artist_id,artist_names,artist_ids,combined_genres,artist_popularity,artist_followers,external_url,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,lyrics,audio_file_path
55,BEST INTEREST,3jHdKaLCkuNEkWcLVmQPCX,1,1,127921,True,81,https://p.scdn.co/mp3-preview/cf36ca28a947227ba28d7ac88bfd7aec8b49e55f?cid=fd83c27adc7e41f799e11bbaaab23d34,USQX92000078,BEST INTEREST,5iUwaD3wFVwfaAfs9Z0eCh,single,1,2020-01-25,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ab8995f18dc3dd9f34a6acd4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ab8995f18dc3dd9f34a6acd4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ab8995f18dc3dd9f34a6acd4', 'width': 64}]","Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,"['Tyler, The Creator']",['4V8LLVI7PbaPR0K2TGSxFF'],"['hip hop', 'rap']",84,15374979,https://open.spotify.com/track/3jHdKaLCkuNEkWcLVmQPCX,0.0861,0.596,0.575,0.000153,11,0.334,-8.325,0,0.0514,98.265,3,0.34,"Darling, darling, darling
It's no need to worry
It's just a couple things
(Just a couple things on my mind, you know?)
If it's you and other
It's no need to worry (you don't have to worry)
'Cause I can sleep between you

I'm a third wheeler
I'm a side-better
I'm a homewrecker
Give it up
I'm a third wheeler
I'm a side-better
I'm a homewrecker
Give it up, give it up, give it up

I'll keep your, your best interest
I'll keep your, your best interest
I'll keep your best interest
I'll keep your best interest

I was, I was, I was, I was out here playing games
You was out here with a lame one
(I can play the side nigga role easy, but not for too long)
I'm the, I'm the, I'm the, I'm the side nigga
I gotta sneak around and hide with you
I wanna see you give me five minutes
Paparazzi probably got like five pictures
(Click, click, click, click)
I won't tell anybody, it's our secret
Top, top, top, top of the morning like yeehaw
I took my shot, this is B-ball, nigga
The team you play for is see-saw
So I know that it's fake when I see y'all (yeah)
Don't wanna fuck what you got up
I will never blow your spot up
I know my place, I'm the landlord
I carry the weight 'til my hands sore (yeah)
We can't keep doing this
I'll keep your, your best interest, it's our secret
I'll keep your best interest
(I can play the side nigga role easy, but not for too long)",songs\37kWL6Qowq4.mp4
56,The Worst,2wBCrtJS3E3TimRZ5MElTI,5,1,254493,True,69,,USUM71312346,Sail Out,73TNMu44lT0m1h1Nn6Bfiq,album,7,2013-01-01,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a0fa057b8ad3f3c4969f0c97', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a0fa057b8ad3f3c4969f0c97', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a0fa057b8ad3f3c4969f0c97', 'width': 64}]",Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,['Jhené Aiko'],['5ZS223C6JyBfXasXxrRqOk'],['r&b'],76,7812873,https://open.spotify.com/track/2wBCrtJS3E3TimRZ5MElTI,0.253,0.539,0.414,1.3e-06,1,0.143,-9.156,0,0.0601,94.895,4,0.123,"Tell me whatcha say now?
Tell me whatcha say
Come again?
If you cannot stay down
Then you do not have to pretend
Like there is no way out
I shoulda never let you in
'Cause you got me face down

And don't take this personal
But you're the worst
You know what you've done to me
And although it hurts I know
I just can't keep runnin' away

I don't need you, I don't need you
I don't need you, I don't need you
But I want you
I don't mean to, I don't mean to 
I don't mean to, I don't mean to
But I love you

Tell me whatcha say now
Tell me whatcha say?
You said that you would come again
You said that we would remain friends but
You know that I do not depend on
Nothing or no one
So why would you show up
So uninvited then
Just change my mind like that
Please don't take this personal
But you ain't shit
And you weren't special
'Til I made you so
You better act like you know
That I been through worse than you
I just can't keep runnin' away

But I don't need you
I don't need you, I don't need you 
I don't need you, I don't need you
But I want you (but I want you)
I don't mean to, I don't mean to 
I don't mean to, I don't mean to
But I love you (ayy, ayy)

Everybody's like
""He's no item""
""Please don't like 'em""
""He don't wife 'em""
""He one nights 'em""
I never listen, no
I shoulda figured though
All that shit you was spittin'
So unoriginal
But it was you
So I was with it
And tell you the truth
Wish we never did it
'Cause I usually do
Stick to the business
But you came out the blue
And then you just flipped it
Goddamn baby
My mind's blown
Be forgettin'
You live in a different time zone
Think I know what this is
It's just the time's wrong
Yeah, I know what you did
But, baby, I'm grown
And my love is patient
And kind, and shit
This is real we can build
Through different types of shit
If you was really the realest
Wouldn't be fightin' it
I think your pride is just

In the way
Funny how everything changed
Once you got all that you wanted
Nothing was ever the same

And though I don't need you, I don't need you 
I don't need you, I don't need you
I still want you (oh)
I don't mean to, I don't mean to 
I don't mean to, I don't mean to
But I, but I love you

I don't need you, I don't need you 
I don't need you, I don't need you
But I want you
I don't mean to, I don't mean to 
I don't mean to, I don't mean to
But I love you",songs\XDrZxGJvVew.mp4
57,Lean & Bop,3Pw0GqxFrLKEwTVdThYd0Q,1,1,188106,False,49,https://p.scdn.co/mp3-preview/9ea32cf7432f696e0f73f79cd36e183805239761?cid=fd83c27adc7e41f799e11bbaaab23d34,GBARL1501262,Lean & Bop,2C6helf8GTGXkMtK6aCjrm,single,1,2015-10-02,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735542104e8b8119338e03088a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025542104e8b8119338e03088a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515542104e8b8119338e03088a', 'width': 64}]",J Hus,2a0uxJgbvvIRI4GX8pYfcr,['J Hus'],['2a0uxJgbvvIRI4GX8pYfcr'],"['grime', 'afroswing', 'uk hip hop']",65,1262976,https://open.spotify.com/track/3Pw0GqxFrLKEwTVdThYd0Q,0.183,0.902,0.733,0.0,9,0.255,-6.163,1,0.109,105.004,4,0.722,"Lean, lean, lean, lean
Lean and bop
Lean and bop
Lean, bop, lean, bop
Do a lean and bop
Lean and bop
Lean, bop, lean, bop, bop, bop, bop
And if you're feeling the vibe
Make your woolly hat lean to the side
And if you're feeling the vibe
Make your woolly hat lean to the side

I step in the room
They all notice that
And if you know you're hot
Throw you're shoulders back
Like, they all notice that
And if you know you're hot
Throw you're shoulders back
Yo, my dance so cool
Even road man do it
Make a young boy and an old man do it
In the back of the B.M
Blasting out reggae
Pass me the zeggae
Nah, you're not ready
Yeah, all I need is gwop
Count another rack
Then I lean and bop
Girls do it with me
If you're feeling hot
If you ain't getting down
Make the beat, just stop
I love chocolat-o
But I never eata KitKat
Baby girl, I ain't got time
For no chit-chat
You keep telling me to take time
And kick back
But I will be out'ere
Till it's pitch black

Lean and bop
Lean and bop
Lean, bop, lean, bop
Do a lean and bop
Lean and bop
Lean, bop, lean, bop, bop, bop, bop
And if you're feeling the vibe
Make your woolly hat lean to the side
And if you're feeling the vibe
Make your woolly hat lean to the side

They all clock my face
When I'm up in the scene
Do it reverse and do a bop and a lean
Just the other day
I met the girl of my dreams
Shawty, I love the way you twirl
In them jeans
Show me your oh oh
All the sexy girls say ah
Then I hit 'em with that, hit 'em with
O-O-O, oh my
I love chocolat-o
But I never eat the KitKat
Baby girl, I ain't got time for no chit chat
You keep telling me to take time
And kick back
But Imma be out'ere
Till it's pitch black

A yo, North side
Show me you're lean and bop
East side
Show me you're lean and bop
South side
Show me you're lean and bop
West side
Show me you're lean and bop
A yo, rude boy
Show me the lean and bop
Sexy girl do the lean and bop
A yo, rude boy
Show me the lean and bop
Sexy girl do the lean and bop

And if you're feeling the vibe
Make you're wooly hat lean to the side
And if you're feeling the vibe
Make you're woolly hat lean to the side
And if you're feeling the vibe
Make you're woolly hat lean to the side
And if you're feeling the vibe
Make you're woolly hat lean to the side",songs\VpcTpoqB8_Q.mp4
58,CRB Check (feat. Not3s),38xW706M5Qluex4kivcVWY,3,1,183995,True,44,https://p.scdn.co/mp3-preview/491ece9d88ab9c8f0f8b6925f11adf11e406e0ee?cid=fd83c27adc7e41f799e11bbaaab23d34,GBAYE1800740,TEN10,6E6ePrT3fy4gZyMM6EWPnb,album,10,2018-09-21,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b6d74c24ebaf55321763d292', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b6d74c24ebaf55321763d292', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b6d74c24ebaf55321763d292', 'width': 64}]",Chip,0tJCNteqwm7LmRZ6KWr8GT,"['Chip', 'Not3s']","['0tJCNteqwm7LmRZ6KWr8GT', '40NRiKuuhj1pgGYppptlBO']","['instrumental grime', 'grime', 'afroswing', 'uk hip hop', 'london rap']",54,342116,https://open.spotify.com/track/38xW706M5Qluex4kivcVWY,0.143,0.761,0.827,0.0,1,0.116,-3.146,1,0.284,105.021,4,0.962,"I gotta protect my heart
I gotta protect my heart
Quick CRB check to pree up your history
Hope my boys ain't been there in the past
I gotta protect my heart
I gotta protect my heart
Quick CRB check to pree up your history
Hope my boys ain't been there in the past

Line poppin' like a trapper
And she know every rapper
But even if I trust her
I can't trust these rappers
I pray to God to protect my past
There ain't no condom to put on my heart
Like no, no, no, no
I ain't sayin' she a hoe
But she be backstage
At like nearly every show
She just want a young fly nigga with some dough
Man I wouldn't be surprised
If I heard she linkin' Not3s
Had a good girl she told me lies as well
Two twos I started telling lies as well
Young nigga living my life, put my hood in tonight
Put my heart in it
Time will tell
Zubi and the Maggie having a epiphany
I'll get rid of her now she ain't getting rid of me
I had enough of this girl
Man she taking liberties
I said come and chill with me
She said I'm going Liberty

I gotta protect my heart
I gotta protect my heart
Quick CRB check to pree up your history
Hope my boys ain't been there in the past
I gotta protect my heart
I gotta protect my heart
Quick CRB check to pree up your history
Hope my boys ain't been there in the past

Yeah
Manna bubble in the game
Make another banger man
Just bubble through the pain
Heart broke once
Now it can't break again
So even though she trouble
I might trouble it again
Hittin' up her phone
I'm like ""Baby where you at?""
Missing all my texts but she hittin' me on snap
Heart on my sleeve
But it's hidden in my taps
(Tss)
No time for girls like that
That's why I love my down arse ting
Just hits me on WhatsApp
No Facebook
No Insta
No Snapchat
One for this gyal
One mega backchat
Perm me on mouth
My girl, just relax that
Having a epiphany
I'll get rid of her now she ain't getting rid of me
I had enough of this girl
Man, she taking liberties
I said ""Come and chill with me""
She said ""I'm going Liberty""

I gotta protect my heart
I gotta protect my heart
Quick CRB check to pree up your history
Hope my boys ain't been there in the past
I gotta protect my heart
I gotta protect my heart
Quick CRB check to pree up your history
Hope my boys ain't been there in the past

You ain't gotta stay
You can go link another man
I'm up so I always have the upper hand
Man I saw her as potential wifey before
But these rappers already put pipes in her walls
Don't stay
Go and link another man
I'm up but I've always had the upper hand
And I saw you as potential wifey before
But rappers already put pipes in her walls

I gotta protect my heart
I gotta protect my heart
Quick CRB check to pree up your history
Hope my boys haven't been there in the past
I gotta protect my heart
I gotta protect my heart
Quick CRB check to pree up your history
Hope my boys haven't been there in the past, ah",songs\RoqNWOcbiDs.mp4
59,Collide (feat. Tyga),22I3h5AOENlH4CqXJsEbFR,1,1,260169,True,68,https://p.scdn.co/mp3-preview/99c21682a87628dbaa7331bc47cc743e174d34eb?cid=fd83c27adc7e41f799e11bbaaab23d34,USAT21403439,Collide (feat. Tyga),2LbrGt2oc08xV8IDJvLzYi,single,1,2014-08-25,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273adadb86bf3555eb27a383c76', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02adadb86bf3555eb27a383c76', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851adadb86bf3555eb27a383c76', 'width': 64}]",Tyga,5LHRHt1k9lMyONurDHEdrp,"['Justine Skye', 'Tyga']","['0jUQSUOcM7lxVn5eVGTkzQ', '5LHRHt1k9lMyONurDHEdrp']","['rap', 'trap', 'hip hop', 'pop r&b', 'r&b', 'pop rap', 'southern hip hop']",77,6872881,https://open.spotify.com/track/22I3h5AOENlH4CqXJsEbFR,0.095,0.418,0.31,0.0,11,0.216,-9.869,0,0.0625,139.614,4,0.131,"(Mustard on the Beat)

I been knowing you for long enough
Damn, I need you right now
You can take your time, don't have to rush
This might take us a while (yeah)
I left all the doors unlocked and you said you're on your way
When you get here don't just say a word, got no time to play

I know you think that you know me
But you ain't even seen my dark side
It's as if it's you only
So baby, do it right, do me right

We can go over time
We can move fast, then rewind
When you put your body on mine
And collide, collide
It could be one of those nights
When we don't turn off the lights
Wanna see your body on mine
And collide, collide

Baby, it's all yours if you want it, all yours if you want it
Put it down you can want it, tonight
Said it's all yours if you want it, all yours if you want it
Put it down you can want it, let's collide

Wakin' up, she on it
Good love in the mornin'
Get on top my cojones
I pleasure you for the moment
This don't come with no warranty
You want it but can't afford it
My world is different than yours

You're opinion of me is glory
Glorifying in all these foreign
Back to future, and DeLorean
You ain't used to feelin' this important
Cars imported, girls imported
Insubordinate, get deported
Baby, check my inventory
Got a whole lot in store for ya

Birkin bags, purple tags
I can put a whole lot of shit on blast
Vera Wang, Balenciaga
Baby, you ain't never too fly for that
I talk a lot of shit (shit), 'cause I can back it up (back it up)
She know I'm the shit (shit), so baby back it up

We can go over time
We can move fast, then rewind
When you put your body on mine
And collide, collide
It could be one of those nights
When we don't turn off the lights
Wanna see your body on mine
And collide, collide

Baby, it's all yours if you want it, all yours if you want it
Put it down you can want it tonight
Said it's all yours you can want it, all yours can you want it
Put it down you can want it, let's collide

I know that this is love when we touch, boy
You got my heart
And can't nobody make me feel like you do, boy, like you do

('Cause baby we can go)

We can go over time
We can move fast then rewind
When you put your body on mine
And collide, collide
It could be one of those nights
When we don't turn off the lights
Wanna see your body on mine
And collide, collide

Baby it's all yours you can want it, all yours you can want it
Put it down you can want it tonight
Said it's all yours you can want it, all yours if you can want it
Put it down you can want it, let's collide",songs\5v9N_P791Eo.mp4
60,Cigarette,5ppjtLheLgMk3jtZXnNjC4,1,1,187836,True,46,,GBUM71800508,Cigarette,7Bi40SPnjMPihjNLHXqG4E,single,1,2018-02-22,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bce3aeb73c5907b60a43cb5c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02bce3aeb73c5907b60a43cb5c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851bce3aeb73c5907b60a43cb5c', 'width': 64}]",RAYE,5KKpBU5eC2tJDzf0wmlRp2,"['RAYE', 'Mabel', 'Stefflon Don']","['5KKpBU5eC2tJDzf0wmlRp2', '1MIVXf74SZHmTIp4V4paH4', '2ExGrw6XpbtUAJHTLtUXUD']","['uk dancehall', 'uk hip hop', 'uk pop', 'uk contemporary r&b', 'dancehall', 'pop', 'dancehall queen']",78,1523396,https://open.spotify.com/track/5ppjtLheLgMk3jtZXnNjC4,0.106,0.801,0.679,5.2e-05,2,0.141,-4.663,1,0.084,115.065,4,0.543,"Come and get it right now
Oh woah
Come and get it right now, now

So baby come and get it right now, now, now
I can take you higher, then low, low, low
I'm bad for you love, but I'm your cigarette
So baby come and get it right now, now, now
All up on my body, boy go down, down
I'm bad for you love, but I'm your cigarette

So go on and smoke that shit, baby
I know that you know I'm your favourite
Think she's what you want but she ain't it
Watching how my waist whine
Tryna touch my waistline
Know I like to take time with it
Tell me you can't look away, I get it
Do I need you? Am I sure? Not really
So you might never get to see me naked, nah-nah-nah

Bad for you, love that is worth the deal is
Can't get enough of this
Said you tryna hit and quit
But you need me like a cigarette

So baby come and get it right now, now, now
I can take you higher, then low, low, low
I'm bad for you love, but I'm your cigarette
(But I'm your, but I'm your cigarette)
So baby come and get it right now, now, now
All up on my body, boy go down, down
I'm bad for you love, but I'm your cigarette

How do you want it, at yours or mine?
I'm too yours to decline
You should go tell everybody you're mine
Don't keep that shit secret, no no
Baby love it when I do that, I know
You're too pretty to be rolling solo
If you like it, you can take a photo
Don't quit, I know you want me like a bad habit
I'm your nicotine and you're the addict
All yours, ooh

So baby come and get it right now, now, now
I can take you higher, then low, low, low
I'm bad for you love, but I'm your cigarette
So baby come and get it right now, now, now
All up on my body, boy go down, down
I'm bad for you love, but I'm your cigarette (Nah, nah, nah)

Said mi got everyting weh you want
Cock it up 'pon di ting weh you want
Drive by and you don't know mi style
Ride up, call me Don in my sky
Just land big jet pon di runway, boy
Lovin' how I set from a distance boy
Big tings a gwaan, first class, we are fly
Fly, fly, fly
Got me high, you know
Money affi run, affi party low
Drop it one time then mi climb up
Tings affi run 'til the morning
Higher than on mi plane

So baby come and get it right now, now, now
I can take you higher, then low, low, low
I'm bad for you love, but I'm your cigarette
(Oh yeah, nah, nah)
So baby come and get it right now, now, now
All up on my body, boy go down, down
I'm bad for you love, but I'm your cigarette

So baby come and get it right now, now, now
I can take you higher, then low, low, low
I'm bad for you love, but I'm your cigarette
So baby come and get it right now, now, now
All up on my body, boy go down, down
I'm bad for you love, but I'm your cigarette

I'm bad for you love but I'm your cigarette, yeah yeah
And I'm bad for you love but I'm your cigarette
And you know I'm the one, and you know
Oh no, ooh, ah, yeah
And yuh know seh the gyal, confess
Turn out, I turn you out da best
But I'm yours",songs\IRGD_Zh5Juk.mp4
61,Coco,6Ab10FzxzcBBrSzYCgdhl0,1,1,285059,False,44,https://p.scdn.co/mp3-preview/e1835f7008191d5fc56a8fcd773944e7e3d62895?cid=fd83c27adc7e41f799e11bbaaab23d34,USUYG1147423,Coco,7BApeLlOB84GdmrVjEYRvY,single,1,2017-06-23,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273dfe9d11a874d1c159cda92be', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02dfe9d11a874d1c159cda92be', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851dfe9d11a874d1c159cda92be', 'width': 64}]",Gabzy,2sEUjEtnqBphiYquoNfV62,"['Gabzy', 'Boj']","['2sEUjEtnqBphiYquoNfV62', '4qYpTEJThZ8FC8KzyFrSWW']","['afrobeats', 'nigerian pop', 'alte']",61,94647,https://open.spotify.com/track/6Ab10FzxzcBBrSzYCgdhl0,0.544,0.702,0.497,0.00168,10,0.104,-7.741,0,0.343,118.688,5,0.742,,songs\hQEykdAFx1k.mp4
62,OT Bop,6bAirj2qDf0agxdMuIdq1p,1,1,185760,True,46,https://p.scdn.co/mp3-preview/eede3097055877a7da81466921270de27316cdb5?cid=fd83c27adc7e41f799e11bbaaab23d34,QM6MZ1994246,OT Bop,40epv3b5tvj0DOqv48IS2B,single,1,2019-05-23,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739195c20d59d584c347f63601', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029195c20d59d584c347f63601', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519195c20d59d584c347f63601', 'width': 64}]",NSG,31Ua7zSTJxegjyd49ujbSA,['NSG'],['31Ua7zSTJxegjyd49ujbSA'],"['afrobeats', 'uk hip hop', 'afroswing', 'uk dancehall']",56,338983,https://open.spotify.com/track/6bAirj2qDf0agxdMuIdq1p,0.112,0.936,0.479,0.0107,8,0.0663,-5.842,1,0.27,100.999,4,0.479,"My drip is a talent
Saving is boring
So I might go Harrods
Too many sirens had to skirt off in foreign
Weed got me paranoid
Every time I cut a check i do the OT Bop
Came a long way from them OT shots
Now we doing shows in all these spots
And my young boys still in all these OD spots

Out here early in the year
Trying to be the hustler of the year
Was quay quay quay far there
You see me here, tomorrow there
I was OT Bopping
Trying to get my spot popping

I was meant to go uni
Sold drugs
Got bagged, oh fuck
OT Bop
Now I'm getting bookings, go in' up
Hit the M way, Get gwap
Mummy said leave those streets alone
Try a 9-5, they ain't give me a role
Oh well, I'm on a roll
OT Bop or we go

OT what? OT bop
Take that bag, make him hold this grub
Running to the plug, tryna double this stuff
Now I'm dodging all the cops cause of this stuff
Tracksuit drop with the elegant kicks
Might need prayer for this devilish drip
That girl there she want to take pics
Please don't go ta say cheese

Out here early in the year
Trying to be the hustler of the year
Was quay quay quay far there
You see me here, tomorrow there
I was OT Bopping
Trying to get my spot popping

Making this cash I can never get stopped
Money get low I'm ma OT bop
Never going back got to get this gwap
You know it goes down every time we in the block
Making this cash I can never get stopped
Money get low I'm ma OT bop
Never going back got to get this gwap
You know it goes down every time we in the block

She's 5 out of 10, tell her never mind
9 out of 10 we in top comment
Could a been a off-white but I'm in Vetements
Fuck how you feel that's my sentiments
OT Bop, OT what
Feds chasing the gang, I OT Bopped
I can't really talk right now
Cause the feds got my broski locked

Ever since they born me, cash is the motto
Used to trap in the polo
Now the diamonds flash, take a photo

Gassed in the dance
She's got a arse and a full up bra
Majestic stance and now I pull up, fantastic

Out here early in the year
Trying to be the hustler of the year
Was quay, quay, quay far there
You see me here
Tomorrow there
I was OT Bopping
Trying to get my spot popping
Shit",songs\E9Uc-czkUoI.mp4
63,Charm,1iBWjQ9af9NnUd5xnQDB3k,10,1,204750,True,68,,NGA3B2314006,Rave & Roses Ultra,0nayxjaX54Frd7GsZq6Pbs,album,22,2023-04-27,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02963265801aa5c9740ad159b7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851963265801aa5c9740ad159b7', 'width': 64}]",Rema,46pWGuE3dSwY3bMMXGBvVS,['Rema'],['46pWGuE3dSwY3bMMXGBvVS'],"['afrobeats', 'nigerian pop']",75,4648863,https://open.spotify.com/track/1iBWjQ9af9NnUd5xnQDB3k,0.569,0.762,0.663,0.0,4,0.0959,-6.958,0,0.037,96.046,4,0.542,"(London)
(Another banger)

Come here, wetin dey worry you?
Bring body make I rock am, yeah, yeah
I know you senior me
I get money pass your papa
Wetin you want wey I no fit do for you?
Why you wan dey buga wọn?
Shey you be Kizz Daniel ni?
You better drop your body armor

Soco, ah
Surfing with this body
Make we run am on a lowkey
Baby, you know me
E get as you go move wey I no go 'gree
Come make I drive your, mh
Come make I drive this your jalopy
Baby, allow me
Tip you off with alawi

See body o (see body, see body o)
Egba mi o (egba mi, egba mi o)
E dey burst my bololo 
E dey burst my bololo
Please help me o
Me I don jam wetin pass me o

Come here, wetin dey worry you?
Bring body make I rock am, yeah, yeah
I know you senior me (me)
I get money pass your papa
Wetin you want wey I no fit do for you?
Why you wan dey buga wọn?
Shey you be Kizz Daniel ni? (Mhm)
You better drop your body armor

You too dey form with this love of a thing, baby, eh
Lend me, lend
I get Pounds for you, you wan dey do like say, eh
Naira no dey end
You too dey stiff, dey do like say your waist no dey, eh
E no dey bend
Oya follow my command, baby, do like I do
Baby, front and back, gimme boom-baka-boom

Soco, ah
Surfing with this body
Make we run am on a lowkey
Baby, you know me
E get as you go move wey I no go 'gree
Come make I drive your, mh
Come make I drive this your jalopy
Baby, allow me
Tip you off with alawi

Come here, wetin dey worry you?
Bring body make I rock am, yeah, yeah
I know you senior me (me)
I get money pass your papa
Wetin you want wey I no fit do for you?
Why you wan dey buga wọn?
Shey you be Kizz Daniel ni? (Mhm)
You better drop your body armor

Soco, ah (ayy)
Surfing with this body
Make we run am on a lowkey
Baby, you know me
E get as you go move wey I no go 'gree
Come make I drive your, mh
Come make I drive this your jalopy",songs\1iC_qB1pBbE.mp4
64,Unfinished Business,4YYvfiIa7x9MglIbgaiYD4,5,1,264000,False,44,https://p.scdn.co/mp3-preview/c778176da3532a383d852f12438337492e58a305?cid=fd83c27adc7e41f799e11bbaaab23d34,GBARL1701732,Afrobbean (The Genre Definition) EP,7JptilDuLDL9cqCuzDs3p8,single,6,2017-10-13,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273666c041d2e894569657d06ea', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02666c041d2e894569657d06ea', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851666c041d2e894569657d06ea', 'width': 64}]",Lotto Boyzz,6TlhWcs3imNDmxFviZjpDX,['Lotto Boyzz'],['6TlhWcs3imNDmxFviZjpDX'],"['birmingham hip hop', 'grime', 'afroswing', 'uk hip hop']",45,148839,https://open.spotify.com/track/4YYvfiIa7x9MglIbgaiYD4,0.628,0.526,0.459,0.0,1,0.114,-9.183,1,0.343,99.146,4,0.274,"Ayd, are you dumb boy?

Take time pon me don't run away
Cos baby we got unfinished business
She said come see me one day
Cos I don't wanna waste no time
Telling me you don't love me
Cos baby girl, what is the difference
We both need somebody
To please our body
And we will not tell no one

Cos baby we got unfinished business
You ain't gotta try so hard with me
Cos baby we got unfinished business
And they don't know what they want
Cos baby we got unfinished business
So they ain't guna go as hard as we

Shawty got a sexy body and it's calling me
Baby playin games why you stalling me
Standing at the bar need some company
Holding on your waist, take this shot for me
Three shots take them one by one
Flexed all night long

She said I'm not the one
And she wanna sing my song
She stalling young nigga balling
She calling me now she boring
Big bumpa girl put your all in
She want link up and turn naughty
And they don't know what you want
From what you want
I'm what you want
Now they wanna sing my song

Take time pon me don't run away
Cos baby we got unfinished business
She said come see me one day
Cos I don't wanna waste no time
Telling me you don't love me
Cos baby girl, what is the difference
We both need somebody
To please our body
And we will not tell no one

Cos baby we got unfinished business
You ain't gotta try so hard with me
Cos baby we got unfinished business
And they don't know what they want
Cos baby we got unfinished business
So they ain't guna go as hard as we
Cos baby we got unfinished

Girl when you whine slow I can not control my feelings
Your keeping can go viral if you give it up to me
Tease me tease my bla bla bla
Do re mi fa so la la la
If you need my bla bla bla take care of nana

Shawty got a shot gun
She pull it out and then she pop one
We popping bottles like it's popcorn
Going once, going twice any option
And we will not tell a soul on the telephone
If you're flexible I'll text you
Oh just

Take time pon me don't run away
Cos baby we got unfinished business
She said come see me one day
Cos I don't wanna waste no time
Telling me you don't love me
Cos baby girl, what is the difference
We both need somebody
To please our body
And we will not tell no one

Cos baby we got unfinished business
You ain't gotta try so hard with me
Cos baby we got unfinished business
And they don't know what they want
Cos baby we got unfinished business
So they ain't guna go as hard as we
Cos baby we got unfinished

Take time pon me don't run away
Cos baby we got unfinished
Come see me one day
Cos I don't wanna waste no time
And you don't love me
Baby girl what is the difference
We both need somebody
Please our body yeah yeah
We will not
No one

Baby we got unfinished business
You ain't gotta try so hard with me
Baby we got unfinished business yeah yeah
Baby we got unfinished business
Ohhh
Yeah yeah
Baby we got unfinished
Baby we got unfinished business
Baby we got unfinished business
Bae",songs\AX1ZeZ684wI.mp4
