,track_name,track_id,track_number,disc_number,duration_ms,explicit,popularity,preview_url,isrc,album_name,album_id,album_type,album_total_tracks,album_release_date,album_release_date_precision,album_images,popular_artist,popular_artist_id,artist_names,artist_ids,combined_genres,artist_popularity,artist_followers,external_url,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,lyrics,audio_file_path
83,Rewrite The Stars,630sXRhIcfwr2e4RdNtjKN,1,1,217440,False,70,https://p.scdn.co/mp3-preview/b59e1bd5efc1916ce39ce03f67dbbeb15ef62fc0?cid=fd83c27adc7e41f799e11bbaaab23d34,USAT21704623,Rewrite The Stars,0mRqi6mOvyVVVEIfFFfWXU,single,1,2017-11-17,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d44e723b677380dfbc899bcd', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d44e723b677380dfbc899bcd', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d44e723b677380dfbc899bcd', 'width': 64}]",Zac Efron,6U1dBXJhC8gXFjamvFTmHg,"['Zac Efron', 'Zendaya']","['6U1dBXJhC8gXFjamvFTmHg', '6sCbFbEjbYepqswM1vWjjs']","['post-teen pop', 'movie tunes', 'pop', 'hollywood']",67,832421,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,0.0716,0.684,0.619,0.0,10,0.122,-7.005,1,0.0386,125.046,4,0.284,"You know I want you
It's not a secret I try to hide
I know you want me
So don't keep sayin' our hands are tied
You claim it's not in the cards
And fate is pullin' you miles away
And out of reach from me
But you're here in my heart
So who can stop me if I decide
That you're my destiny?

What if we rewrite the stars?
Say you were made to be mine
Nothing could keep us apart
You'd be the one I was meant to find
It's up to you, and it's up to me
No one can say what we get to be
So why don't we rewrite the stars?
Maybe the world could be ours
Tonight

You think it's easy
You think I don't wanna run to you
But there are mountains
And there are doors that we can't walk through
I know you're wondering why because we're able to be
Just you and me within these walls
But when we go outside, you're gonna wake up and see
That it was hopeless after all

No one can rewrite the stars
How can you say you'll be mine?
Everything keeps us apart
And I'm not the one you were meant to find
It's not up to you
It's not up to me
When everyone tells us what we can be
How can we rewrite the stars?
Say that the world can be ours
Tonight

All I want is to fly with you
All I want is to fall with you
So just give me all of you
It feels impossible
It's not impossible
Is it impossible?
Say that it's possible

How do we rewrite the stars?
Say you were made to be mine?
Nothing can keep us apart
'Cause you are the one I was meant to find
It's up to you
And it's up to me
No one can say what we get to be
And why don't we rewrite the stars?
Changing the world to be ours

You know I want you
It's not a secret I try to hide
But I can't have you
We're bound to break and my hands are tied",songs\RbimXGH5zkE.mp4
84,Unconditionally,009ImBOrIUlWgla8U05RAC,5,1,228878,False,75,,USUM71311295,PRISM,3jB9yFDwRe3KhtGnHXJntk,album,13,2013-01-01,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731e9a057052d59004caf47e22', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021e9a057052d59004caf47e22', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511e9a057052d59004caf47e22', 'width': 64}]",Katy Perry,6jJ0s89eD6GaHleKKya26X,['Katy Perry'],['6jJ0s89eD6GaHleKKya26X'],['pop'],83,33501958,https://open.spotify.com/track/009ImBOrIUlWgla8U05RAC,0.00273,0.432,0.725,0.0,7,0.208,-4.862,1,0.0431,128.902,4,0.353,"Oh no, did I get too close?
Oh, did I almost see what's really on the inside?
All your insecurities
All the dirty laundry
Never made me blink one time

Unconditional, unconditionally
I will love you unconditionally
There is no fear now
Let go and just be free
I will love you unconditionally

So come just as you are to me
Don't need apologies
Know that you are all worthy
I'll take your bad days with your good
Walk through this storm I would
I'd do it all because I love you, I love you

Unconditional, unconditionally
I will love you unconditionally
There is no fear now
Let go and just be free
I will love you unconditionally

So open up your heart and just let it begin
Open up your heart and just let it begin
Open up your heart and just let it begin
Open up your heart

Acceptance is the key to be
To be truly free
Will you do the same for me?

Unconditional, unconditionally
I will love you unconditionally
And there is no fear now
Let go and just be free
'Cause I will love you unconditionally, oh, yeah

I will love you (unconditionally)
I will love you 
I will love you unconditionally",songs\ikNySpZ8veM.mp4
85,Black Beatles,6fujklziTHa8uoM5OQSfIo,5,1,291893,True,72,,USUM71603293,SremmLife 2 (Deluxe),5v6iBhIlflzR9rEd1LAMbd,album,14,2016-08-12,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273881fb62d913fe712fc2e1c95', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02881fb62d913fe712fc2e1c95', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851881fb62d913fe712fc2e1c95', 'width': 64}]",Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,"['Rae Sremmurd', 'Gucci Mane']","['7iZtZyCzp3LItcw1wtPI3D', '13y7CgLHjMVRMDqxdx0Xdo']","['rap', 'trap', 'hip hop', 'pop rap', 'southern hip hop', 'dirty south rap', 'melodic rap', 'atl hip hop', 'mississippi hip hop']",75,5508842,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,0.142,0.794,0.632,0.0,0,0.128,-6.163,1,0.0649,145.926,4,0.355,"Black Beatles in the city, be back immediately
To confiscate the moneys (EarDrummers)
Rae Sremm, Guwop, Mike WiLL
I sent flowers, but you said you didn't receive 'em
But you said you didn't need them (Mike Will Made It)

That girl is a real crowd pleaser (oh, yeah)
Small world, all her friends know of me (they know me)
Young bull livin' like an old geezer (ah)
Quick-release the cash, watch it fall slowly (slowly)
Frat girls still tryna get even (tryna get even)
Haters mad for whatever reason (let it go)
Smoke in the air (hey), binge drinkin' (ah)
They lose it when the DJ drops the needle (then they lose it)

Gettin' so gone, I'm not blinkin'
What in the world was I thinkin'?
New day, new money to be made
There is nothing to explain
I'm a fuckin black Beatle, cream seats in the Regal
Rockin' John Lennon lenses, like to see 'em spread eagle
Took a bitch to the club and let her party on the table
Screamin', ""Everybody's famous""
Like clockwork, I blow it all
And get some more
Get you somebody that can do both
Black Beatles got the babes belly rolling
She think she love me
I think she trollin'

That girl is a real crowd pleaser (oh, yeah)
Small world, all her friends know of me (they know me)
Young bull livin' like an old geezer (ah)
Quick-release the cash, watch it fall slowly (slowly)
Frat girls still tryna get even (tryna get even)
Haters mad for whatever reason (let it go)
Smoke in the air (hey), binge drinkin' (ah)
They lose it when the DJ drops the needle (then they lose it)

Came in with two girls, look like strippers in their real clothes
A broke hoe can only point me to a rich hoe
A yellow bitch with green hair, a real weirdo
Black man, yellow Lamb', red light, go (catch up)
They say that Guwop and them just came in through the side door (huh)
There's so much money on the floor, we buyin' school clothes (yeah)
Why you bring the money machine to the club for?
And a pint of lean, pound of weed, and a kilo (skrrt)
I Euro-step past a hater like I'm Rondo (wow)
I upgrade your baby mama to a condo (wow)
Like Chapo servin' yayo to the gringos
Black Beatle, club close when I say so

That girl is a real crowd pleaser (oh, yeah)
Small world, all her friends know of me (they know me)
Young bull livin' like an old geezer (ah)
Quick-release the cash, watch it fall slowly (slowly)
Frat girls still tryna get even (tryna get even)
Haters mad for whatever reason (let it go)
Smoke in the air (hey), binge drinkin' (ah)
They lose it when the DJ drops the needle (then they lose it)

She's a good teaser, and we blowin' reefer
Your body like a work of art, baby
Don't fuck with me, I'll break your heart, baby
D&G on me, I got a lot of flavor
15 hundred on my feet, I'm tryna kill these haters
I had haters when I was broke, I'm rich, I still got haters
I had hoes when I was broke, I'm rich, I'm still a player
I wear leather Gucci jackets like its still the '80s
I've been blowin' OG Kush, I feel a lil' sedated
I can't worry 'bout a broke nigga or a hater
Black Beatle, bitch, me and Paul McCartney related (yeah)

That girl is a real crowd pleaser (oh, yeah)
Small world, all her friends know of me (they know me)
Young bull livin' like an old geezer (ah)
Quick-release the cash, watch it fall slowly (slowly)
Frat girls still tryna get even (tryna get even)
Haters mad for whatever reason (let it go)
Smoke in the air (hey), binge drinkin' (ah)
They lose it when the DJ drops the needle (then they lose it)",songs\P5ZBISo2CaE.mp4
86,Bound 2,3sNVsP50132BTNlImLx70i,10,1,229146,True,79,,USUM71307523,Yeezus,7D2NdGvBHIavgLhmcwhluK,album,10,2013-06-18,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021dacfbc31cc873d132958af9', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511dacfbc31cc873d132958af9', 'width': 64}]",Kanye West,5K4W6rqBFWDnAN6FQUkS6x,['Kanye West'],['5K4W6rqBFWDnAN6FQUkS6x'],"['hip hop', 'chicago rap', 'rap']",90,25796671,https://open.spotify.com/track/3sNVsP50132BTNlImLx70i,0.145,0.367,0.665,0.0,1,0.113,-2.821,1,0.0465,148.913,4,0.31,"Bound to fall in love
Bound to fall in love (uh-huh, honey)

All them other niggas lame, and you know it now
When a real nigga hold you down, (alright) you s'pposed to drown
Bound (bound) to fall in love
Bound (bound) to fall in love (uh-huh, honey)

What you doing in the club on a Thursday?
She say she only here for her girl birthday
They ordered champagne but still look thirsty
Rock Forever 21 but just turned thirty
I know I got a bad reputation
Walking 'round, always mad reputation
Leave a pretty girl sad reputation
Start a Fight Club, Brad reputation
I turnt the nightclub out of the basement
I'll turn the plane 'round, your ass keep complaining
How you gon' be mad on vacation?
Dutty whining 'round all these Jamaicans
Uh, this that prom shit
This that what we do, don't tell your mom shit
This that red cup, all on the lawn shit
Got a fresh cut, straight out the salon, bitch

I know you're tired of loving, of loving
With nobody to love, nobody, no- (uh-huh, honey)

Close your eyes and let the word paint a thousand pictures
One good girl (alright) is worth a thousand bitches
Bound (bound) to fall in love
Bound (bound) to fall in love (uh-huh, honey)

I wanna fuck you hard on the sink
After that, give you something to drink
Step back, can't get spunk on the mink
I mean damn, what would Jeromey Romey Romey Rome think?
Hey, you remember where we first met?
Okay, I don't remember where we first met
But hey, admitting is the first step
And, ay, you know ain't nobody perfect
And I know, with the hoes I got the worst rep
But ay, the backstroke I'm tryna perfect
And ay, ayo, we made to Thanksgiving
So ay, maybe we can make it to Christmas
She asked me what I wished for on my wishlist
Have you ever asked your bitch for other bitches?
Maybe we could still make it to the church steps
But first, you gon' remember how to forget
After all these long-ass verses
I'm tired, you tired, (uh-huh, honey) Jesus wept

I know you're tired (tired) of loving, of loving
With nobody to love, nobody, nobody
So just grab somebody, no leaving this party
With nobody to love, nobody, nobody (to love)
(Uh-huh, honey)

Jerome's in the house, watch your mouth
Jerome's in the house, watch your mouth
Bound (bound) to fall in love
Bound (bound) to fall in love (uh-huh, honey)",songs\5gjKuISTMRE.mp4
87,Pon The Endz,77PAx14pLpxThuhPFLClvk,4,1,217307,True,16,https://p.scdn.co/mp3-preview/5d5cef07f1faaa4ce2b65d91ca02fa936d72c7d4?cid=fd83c27adc7e41f799e11bbaaab23d34,GBLFP1727088,High Street Kid,6gV3K2YkW4bZMcA4kcNh6w,album,10,2017-06-02,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730853c393f1ea94c790374454', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020853c393f1ea94c790374454', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510853c393f1ea94c790374454', 'width': 64}]",MoStack,14H15rElxdGClICOZXEYHP,['MoStack'],['14H15rElxdGClICOZXEYHP'],"['afrobeats', 'grime', 'afroswing', 'uk hip hop', 'london rap']",54,500736,https://open.spotify.com/track/77PAx14pLpxThuhPFLClvk,0.0806,0.606,0.883,0.0,0,0.135,-4.253,0,0.174,94.9,4,0.81,"Drop top in the summer
Nice girl, she a stunner
Yeah the weather one hunna
Yeah yeah
Money haffi mek
Hidin' from the feds
Summertime with my friends
Still 'pon the endz

Babygirl ya know me
Big lips for kissing and sucking breast only
I know dem gyal they're phony
Lock 'dem gyal off, man they can never phone me no
Just holla me when you're lonely
Spend money on you gyal and you won't haffi owe me nuttin'
Just come thru, please show me somethin'
And stop acting all shy because you know you love it
I swear I'm still 'pon the endz
Loyal to my brothers, never steal for my friends
Probably kill for my friends
You know I keep it real 'til the end
If it's like that, I'll probably split a mil' with my friends
Having laughs with my brothers, you can't hurt me
Been on my journey
Sun so hot, it couldn't burn me
Feds tryna come and do us dirty
Weed in your boots in case they search me
Ya heard me?

Drop top in the summer
Nice girl, she a stunner
Yeah the weather one hunna
Yeah yeah
Money haffi mek
Hidin' from the feds
Summertime with my friends
Still 'pon the endz

Yeah yeah, yeah yeah
Said they locked the summer
Yeah yeah, yeah yeah
Said they roll with a gunner
Yeah yeah, yeah yeah
They be saying this, oh
Yeah yeah yeah
I'm getting tired of lies
Tired of the guys
With their hands out, they put their hands on my pie
Put your hands on my guy
I fight and I ride
I've told you niggas for the hundredth time
I don't play those games
Feds asking questions, I don't say no names
She like the way I move, I don't need gold chains
In love with the summer cause I've been through the rain
White Air Forces, I'm still playing footie
Suns out, I'm still in a hoodie
Still getting bookings
Life's looking good, oh wait
Hi good-looking
After the song she get a jookin'

Drop top in the summer
Nice girl, she a stunner
Yeah the weather one hunna
Yeah yeah
Money haffi mek
Hidin' from the feds
Summertime with my friends
Still 'pon the endz",songs\VkqXVLm733U.mp4
88,I'm Not The Only One,4JHkidVQCWtXwrzjdh5tbM,5,1,239316,False,0,,GBUM71308836,In The Lonely Hour (Drowning Shadows Edition),0vrWqbRQEMKqhTGcDLQK7x,album,23,2015-11-06,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273de48dc987cf862da9139e443', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02de48dc987cf862da9139e443', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851de48dc987cf862da9139e443', 'width': 64}]",Sam Smith,2wY79sveU1sp5g7SokKOiI,['Sam Smith'],['2wY79sveU1sp5g7SokKOiI'],"['pop', 'uk pop']",81,23839428,https://open.spotify.com/track/4JHkidVQCWtXwrzjdh5tbM,0.49,0.685,0.475,4.29e-06,5,0.0846,-5.894,1,0.036,81.976,4,0.477,"You and me we made a vow
For better or for worse
I can't believe you let me down
But the proof's in the way it hurts
For months on end I've had my doubts
Denying every tear
I wish this would be over now
But I know that I still need you here

You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

You've been so unavailable
Now sadly I know why
Your heart is unobtainable
Even though Lord knows you kept mine

You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

I have loved you for many years
Maybe I am just not enough
You've made me realize my deepest fear
By lying and tearing us up

You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

I know I'm not the only one
I know I'm not the only one
And I know, and I know, and I know
And I know, and I know, and I know, know

I know I'm not the only one",songs\jyF0ZVs6J5Y.mp4
89,Streets,60ynsPSSKe6O3sfwRnIBRf,9,1,226986,True,78,https://p.scdn.co/mp3-preview/cfd56a96b447ee2982d1d6acefaea64992a9f44c?cid=fd83c27adc7e41f799e11bbaaab23d34,USRC11903460,Hot Pink,1MmVkhiwTH0BkNOU3nw5d3,album,12,2019-11-07,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f14aa81116510d3a6df8432b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f14aa81116510d3a6df8432b', 'width': 64}]",Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,['Doja Cat'],['5cj0lLjcoR7YOSnhnX0Po5'],"['dance pop', 'pop']",85,30256977,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf,0.21,0.749,0.463,0.0382,11,0.338,-8.433,1,0.0842,90.035,4,0.189,"I've been goin' through some things (oh)
I struggle with my inner man (yeah, yeah)
I hustle, I'll do what I can to get this money
Blaq Tuxedo
Don Dada on the, Don Dada on the beat

Like you, like you
Like you, ooh
I found it hard to find someone like you
Like you, like you
Send your location, come through

I can't sleep no more
In my head, we belong
And I can't be without you
Why can't I find no one like you?
I can't sleep no more
In my head, we belong
And I can't be without you
Why can't I find no one like you?

Baby, we tried to fight it
We all been there some days
Thought I needed something else
And acted like I was okay
We just had to work it out
And baby, I needed space
Ain't nobody 'round here on your level
You're so far away

You're pouring your heart out
I'm acting like I knew
You held me so down
So down I never grew, oh
I tried to find out
When none of them came through
And now I'm stuck in the middle
And baby had to pull me out, oh

Like you, like you
Like you, ooh
I found it hard to find someone like you
Like you, like you
Send your location, come through (yeah)

Damn papa, you a rare breed, no comparing
And it's motherfuckin' scary
Tryna keep him 'cause I found him
Let a hoe know I ain't motherfuckin' sharing
I could take you to the parents, then to Paris
Plan a motherfuckin' wedding
You the type I wanna marry (yeah) and keep you merry
I'll put the ring on when you ready

We play our fantasies out in real life ways and
No Final Fantasy, can we end these games though?
You give me energy, make me feel lightweight
Like the birds of a feather, baby
We real life made for each other
And it's hard to keep my cool
When other bitches tryna get with my dude and
When other chickens tryna get in my coop
'Cause you're a one in a million
There ain't no man like you

Like you, like you
Like you, ooh
I found it hard to find someone like you
Like you, like you
Send your location, come through

I can't sleep no more
In my head, we belong
And I can't be without you
Why can't I find no one like you?
I can't sleep no more
In my head, we belong
And I can't be without you
Why can't I find no one like you?",songs\yCkLC9vQ_Fg.mp4
90,W.A.Y.S.,7jjKsW39O1i8hKF31ShpV9,2,1,238773,False,58,,USUM71411873,Souled Out (Deluxe),6UKXuiWFuwxzC5rd0SW4Bo,album,14,2014-09-08,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273dc94d553ce4418f00ff3c653', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02dc94d553ce4418f00ff3c653', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851dc94d553ce4418f00ff3c653', 'width': 64}]",Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,['Jhené Aiko'],['5ZS223C6JyBfXasXxrRqOk'],['r&b'],76,7812873,https://open.spotify.com/track/7jjKsW39O1i8hKF31ShpV9,0.32,0.568,0.612,0.0589,9,0.111,-8.502,0,0.127,115.837,4,0.421,"At 44 minutes to four
An angel walked up to my door
Opened the windows to my soul
Told me he thinks that I should know
There's no slowing down
As the globe spins 'round and 'round

You gotta keep going, gotta keep going
Gotta keep going, you gotta keep going
Gotta keep going, you gotta keep going
You gotta keep going, you gotta keep going
You gotta keep going

If there's one thing that I learned
While in those county lines
Is that everything takes time
You have gotta lose your pride
You have gotta lose your mind
Just to find your peace of mind
You have gotta trust the signs
Everything will turn out fine

So, why aren't you smiling?
Why aren't you smiling?
Life can get wild when
You're caught in the whirlwind
Lost in the world when
You're chasing the win
You gotta understand

There's really no end, there's really no beginning
There's really no real, there's really no pretending
There's really no fail, there's really no winning
'Cause nothing really isn't, everything really isn't

At 44 minutes to four
An angel walked up to my door
Opened the windows to my soul
Told me he thinks that I should know
That life only gets harder, but you gotta get stronger
This is for my brother, I do this for my daughter

That's why I keep going, that's why I keep going
That's why I keep going
That's why I keep going, I gotta keep going
I gotta keep going, I gotta keep going
I gotta keep going, gotta keep going
Gotta keep going

I gotta show them, that I can keep going

I gotta keep going, I gotta keep going
I gotta keep going

Why aren't you smiling?
Why aren't you smiling?
Life can get wild when
You're caught in the whirl wind
Lost in the world when
You're chasing the win
You gotta understand

There's really no end, there's really no beginning
There's really no real, there's really no pretending
There's really no fail, there's really no winning
'Cause nothing really isn't, everything really isn't

That's why I keep going",songs\ZEzl024iNDE.mp4
91,lemme land?,4Fmr4dbY1sZiX77ZbljNFC,1,1,146878,False,54,https://p.scdn.co/mp3-preview/87398e95a5d3af3593addc8567bd9ac1a2948b09?cid=fd83c27adc7e41f799e11bbaaab23d34,QZMEQ2126997,lemme land?,3pBmPbPGzBbmwdv6MvpAtu,single,1,2021-09-11,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734505f30d1df7351d65ce588b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024505f30d1df7351d65ce588b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514505f30d1df7351d65ce588b', 'width': 64}]",Canking,6mHcziq4XT3ejLdrEM6xwk,"['Canking', 'Ess2Mad']","['6mHcziq4XT3ejLdrEM6xwk', '3ZA5bjFosTjcP6FFD6NdBJ']","['chill drill', 'persian drill', 'melodic drill']",39,15355,https://open.spotify.com/track/4Fmr4dbY1sZiX77ZbljNFC,0.136,0.875,0.593,0.0,7,0.104,-10.261,0,0.394,144.028,4,0.466,"(AR Beats, AR Beats, AR Beats...)
(Money Movements, Money Movements, Money Movements...)

Ayy
Is what it is, but nothing's the same
Side ting tryna upgrade to the mains
Toxic love, can you please stay away?
Only involved if the love both ways
Only involved if the love don't change
Look to my bro and said, ""Please don't change""
How many man out your group gon' back this?
How many man out your group gon' stay? (Bullet)

She told me that she keeps on flirtin'
I told her she look better in person (hahaa)
Stress on my head to attain high earnings
And the convos, let's keep it to business
Welcome to the Brum Town district (lemme land)
A land for the drugs and paigons
If you get locked, then your friends won't visit

Yo, I might go MIA for doing up real life GTA
Yo, feds tryna put me in the pen, but they can't get me in no way, no way
Yo, tell a boy indicate, try switch up quick, don't get in my lane
Yo, tell a girl she's the same (just another)
Just here for the fame
Yo, you know say I'm rappin' like Sterling, ayy
'Cause sometimes I feel like I'm ballin', yeah
When I look at my earnings, uh, uh, uh (yo)
Bad B keep twistin' and turnin'
Bad Bs gon' listen and learn it
And niggas are all the same
I know it won't change 'cause the girls are a burden

Tryna run man up in the worst way
The side ting tryna talk about Birkin, about Birkin, it ain't even your birthday (shit)
And now she really wan' play games
But, darling, I like playing 'em too
Bruck off your back in the bedsheet pattern, like I do things that a man can't do
Think it's a joke? Nah, I ain't jokin'

(Lemme land, lemme land)
Move your waist to my rasclart motion
Hold me down if you feel like foldin'
Grip your neck, should I squeeze or choke it?
From the ends where the gang reload it
I might just ghost it and say that I'm loading (yeah)
And she knows I'm a little bit toxic
Tryna hold man like, who are you holding?

Yo, the opps them DOA
Bad B slapped it, don't know her name
She, she bopped you with a iPhone 8
Still tapped it, uh, like some Apple Pay
Peter Pan when I fly away
Multiple girls, that's my five a day
Dead tings can't even get the time of day
'Cause I ain't even got that much time on my day

With a bad B tryna isolate
So you know say I have to put some ice on the cake
They call me CK all day, all day
But I'm only really tryna see the opps them K
Man will mash work on the field like Foden
Mask on my face and it not 'cause of COVID
Infiltrate the gateway with a trojan
'Cause I know the opps love let hoes in

Yo
I know a love song, yeah?
Hold on a second",songs\mJz0YcEvZ7I.mp4
92,Leg Over,51psaXOJAkOUdRQrp2Wjsa,1,1,197972,False,55,https://p.scdn.co/mp3-preview/91caa28038fee59c122f025180df69715fc5e3b9?cid=fd83c27adc7e41f799e11bbaaab23d34,US23A1500352,"Life is Eazi, Vol. 1 - Accra To Lagos",0lkYUVhHWfdCp3vBgqitfU,album,14,2017-02-10,day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ea0646b1e7a4e5d5732d8c87', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ea0646b1e7a4e5d5732d8c87', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ea0646b1e7a4e5d5732d8c87', 'width': 64}]",Mr Eazi,4TAoP0f9OuWZUesao43xUW,['Mr Eazi'],['4TAoP0f9OuWZUesao43xUW'],"['afrobeats', 'ghanaian hip hop', 'swedish dancehall', 'azontobeats', 'nigerian pop', 'afropop']",60,1521931,https://open.spotify.com/track/51psaXOJAkOUdRQrp2Wjsa,0.603,0.591,0.673,0.0,1,0.0941,-5.206,0,0.331,97.827,4,0.584,"Zaga dat
It's your boy Eazi (It's E Kelly)
My baby dey confuse me with her bum bum
Wey she get a guy wey dey

Send her money from London
She dey see me like a Johnny just come, eh
When monkey dey work eh
Baboon e just dey chop

Me I go chop all the wash eh
As long as you give me my portion
Baby make you no dey rush eh
A beg make you treat me with caution

Leg over
My baby gimme leg over ahn ahn
Hang over
E be she dey gimme hang over eh eh
Leg over
My mama give me leg over eh eh
Game over

She dey come gimme game over
Eh eh I dey confuse oh oh oh
I dey confuse when you turn around
Baby you dey make I confuse ooh
You know I like a Cameroon
You mesmerize the boy and baby make I confuse

Commando you be commando
You dey command the boy with de overload
Yeh yeh I no fit stand alone
I must call my guy before rack dey hook

Me I go chop all the wash eh
As long as you give me my portion
Baby make you no dey rush eh
A beg make you treat me with caution

Leg over
My baby gimme leg over ahn ahn
Hang over
E be she dey gimme hang over eh eh

Leg over
My mama give me leg over eh eh
Game over
She dey come gimme game over, ah

It's your boy Eazi
My baby dey distract me with her bum bum

Wey she get a guy wey dey
Send her money from London
She dey see me like a Johnny just come
When monkey dey work eh
Baboon he just dey chop

Me I go chop all the wash eh
As long as you give me my portion
Baby make you no dey rush eh
A beg make you treat me with caution

Leg over
My baby gimme leg over ahn ahn
Hang over
E be she dey gimme hang over eh eh

Leg over
My mama give me leg over eh eh
Game over
She dey come gimme game over, ah

I dey confuse oh I dey confuse
When you turn around
Baby you dey make I confuse ooh
You know I like a Cameroon
You mesmerize the boy and baby make I confuse

Commando you be commando
You dey command the boy with overload
Yeh yeh I no fit stand alone
I must call my guy before rack dey hook",songs\lEIyzFlymy4.mp4
